Station,Station Latitude,Station Longitude,Daily Passengers,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Subcategory
Kaizuka,33.632175000000004,130.42557777777776,38139,九州大学松原寮,33.63575797016113,130.4271839520966,Education,College Residence Hall
Wajiro,33.689211111111106,130.42964444444445,5383,和白リハビリテーション専門学校,33.69074678044179,130.4326638379963,Education,General College & University
Wajiro,33.689211111111106,130.42964444444445,5383,福岡看護専門学校,33.690773,130.432366,Education,Trade School
Wajiro,33.689211111111106,130.42964444444445,5383,ドローンスクールジャパン東福岡校,33.68868,130.43384,Education,Trade School
Kyūsandaimae,33.67360277777777,130.44119722222223,15324,中央会館,33.67366979372212,130.441162321808,Education,University
Kyūsandaimae,33.67360277777777,130.44119722222223,15324,Kyushu Sangyo University (九州産業大学),33.67153306617016,130.44352326572326,Education,University
Kyūsandaimae,33.67360277777777,130.44119722222223,15324,芸術学部,33.6720332864695,130.4429652613312,Education,College Academic Building
Kyūsandaimae,33.67360277777777,130.44119722222223,15324,8号館,33.671258,130.445277,Education,University
Kyūsandaimae,33.67360277777777,130.44119722222223,15324,2号館,33.67056178240566,130.44506064866107,Education,General College & University
Kyūsandaimae,33.67360277777777,130.44119722222223,15324,九州産業大学 図書館,33.67026486915373,130.44373154640198,Education,College Library
Kyūsandaimae,33.67360277777777,130.44119722222223,15324,ALTERIA,33.671196,130.44348,Education,College Cafeteria
KyūdaiGakkentoshi,33.578161111111115,130.25987777777777,18893,子どもプラザ ぽかぽか,33.577126,130.257882,Education,Community College
Nakasukawabata,33.59498333333334,130.40660277777778,38465,Fukuoka Asian Art Museum (福岡アジア美術館),33.59503,130.40631,Entertainment,Art Museum
Nakasukawabata,33.59498333333334,130.40660277777778,38465,Fukuoka Nakasu Taiyo Theater (福岡中洲大洋映画劇場),33.59335835474757,130.40489992348546,Entertainment,Movie Theater
Nakasukawabata,33.59498333333334,130.40660277777778,38465,Hakataza Theater (博多座),33.595512,130.40675,Entertainment,Theater
Nakasukawabata,33.59498333333334,130.40660277777778,38465,Gate's 7,33.593487680152315,130.40663136615962,Entertainment,Concert Hall
Nakasukawabata,33.59498333333334,130.40660277777778,38465,Former Fukuoka Prefecture Public Hall Distinguished Guest House (旧福岡県公会堂貴賓館),33.59178391120302,130.4043276560296,Entertainment,History Museum
Nakasukawabata,33.59498333333334,130.40660277777778,38465,Fukuoka City Akarenga Culture Center (福岡市赤煉瓦文化館 (旧日本生命九州支店)),33.59343383112822,130.40167335059303,Entertainment,History Museum
Nakasukawabata,33.59498333333334,130.40660277777778,38465,あじびホール,33.595123,130.40587,Entertainment,Theater
Nakasukawabata,33.59498333333334,130.40660277777778,38465,Le Jardin (ル・ジャルダン),33.59390507227688,130.40595692326468,Entertainment,Rock Club
Nakasukawabata,33.59498333333334,130.40660277777778,38465,川上音二郎像,33.59486413257651,130.40632523976905,Entertainment,Outdoor Sculpture
Nakasukawabata,33.59498333333334,130.40660277777778,38465,PLUG -BAR x EL MUNDO,33.59400765709254,130.40568533700664,Entertainment,Concert Hall
Nakasukawabata,33.59498333333334,130.40660277777778,38465,S.O.Ra Fukuoka,33.59336298414676,130.4065691237521,Entertainment,Rock Club
Nakasukawabata,33.59498333333334,130.40660277777778,38465,Hakata Riverain Hall (博多リバレインホール),33.594933905995674,130.405622691941,Entertainment,Comedy Club
Nakasukawabata,33.59498333333334,130.40660277777778,38465,JOYSOUND 中洲店,33.59335710612471,130.40560353634154,Entertainment,Karaoke Box
Nakasukawabata,33.59498333333334,130.40660277777778,38465,明治安田生命ホール,33.59476,130.40439,Entertainment,Concert Hall
Nakasukawabata,33.59498333333334,130.40660277777778,38465,Reizensou (冷泉荘),33.59390494965245,130.408447474148,Entertainment,Art Gallery
Nakasukawabata,33.59498333333334,130.40660277777778,38465,カラオケまねきねこ 中洲川端駅前店,33.59369,130.40494,Entertainment,Karaoke Box
Nakasukawabata,33.59498333333334,130.40660277777778,38465,ジャンカラ 中洲川端駅前店,33.593563,130.4049,Entertainment,Karaoke Box
Nakasukawabata,33.59498333333334,130.40660277777778,38465,ビッグエコー 中洲店,33.59274383556898,130.40665871353264,Entertainment,Karaoke Box
Nakasukawabata,33.59498333333334,130.40660277777778,38465,masurao Fukuoka,33.593455,130.404346,Entertainment,Rock Club
Nakasukawabata,33.59498333333334,130.40660277777778,38465,アートスペース・テトラ,33.596146247144965,130.4038593454019,Entertainment,Art Gallery
Nakasukawabata,33.59498333333334,130.40660277777778,38465,アジトオブスクラップ博多,33.59476902827999,130.41050596805718,Entertainment,Escape Room
Nakasukawabata,33.59498333333334,130.40660277777778,38465,Hakata Traditional Crafts Centre (はかた伝統工芸館),33.59383712344915,130.41053997210082,Entertainment,History Museum
Nakasukawabata,33.59498333333334,130.40660277777778,38465,FUCA LAB,33.5954530776553,130.40221598017368,Entertainment,Art Gallery
Nakasukawabata,33.59498333333334,130.40660277777778,38465,Hakata Machya Folk Museum,33.59374254673357,130.41112807482708,Entertainment,History Museum
Nakasukawabata,33.59498333333334,130.40660277777778,38465,Hakata Machiya Folk Museum (「博多町家」ふるさと館),33.593685,130.411436,Entertainment,History Museum
Tenjinminami,33.588197222222234,130.40172777777778,30201,Mitsubishi Estate Artium (三菱地所アルティアム),33.59008554304743,130.4002762282279,Entertainment,Art Gallery
Tenjinminami,33.588197222222234,130.40172777777778,30201,HKT48 Theater (HKT48劇場),33.58998696702627,130.39926687538184,Entertainment,Theater
Tenjinminami,33.588197222222234,130.40172777777778,30201,Tenjin Best Hall (天神ベストホール),33.59092394495667,130.40154827411396,Entertainment,Concert Hall
Tenjinminami,33.588197222222234,130.40172777777778,30201,Fukuoka Beat Station,33.58398,130.4016,Entertainment,Rock Club
Tenjinminami,33.588197222222234,130.40172777777778,30201,Former Fukuoka Prefecture Public Hall Distinguished Guest House (旧福岡県公会堂貴賓館),33.59178391120302,130.4043276560296,Entertainment,History Museum
Tenjinminami,33.588197222222234,130.40172777777778,30201,IMS Hall (イムズホール),33.59000904840724,130.39986908627876,Entertainment,Concert Hall
Tenjinminami,33.588197222222234,130.40172777777778,30201,Nishitetsu Hall (西鉄ホール),33.589902970700436,130.39903045032224,Entertainment,Theater
Tenjinminami,33.588197222222234,130.40172777777778,30201,カバの親子,33.58845764764182,130.402061098149,Entertainment,Outdoor Sculpture
Tenjinminami,33.588197222222234,130.40172777777778,30201,三越ギャラリー,33.588408942939374,130.4003831879677,Entertainment,Art Gallery
Tenjinminami,33.588197222222234,130.40172777777778,30201,プリマヴェーラ,33.589975,130.401002,Entertainment,Outdoor Sculpture
Tenjinminami,33.588197222222234,130.40172777777778,30201,HKT48 Theater (HKT48劇場),33.586350898502666,130.40214615589383,Entertainment,Theater
Tenjinminami,33.588197222222234,130.40172777777778,30201,Toho Cinemas (TOHOシネマズ天神ソラリア館),33.58906843141531,130.39891263805308,Entertainment,Multiplex
Tenjinminami,33.588197222222234,130.40172777777778,30201,アジトオブスクラップ天神,33.586605,130.400276,Entertainment,Escape Room
Tenjinminami,33.588197222222234,130.40172777777778,30201,BOOM 天神本店,33.58636244004885,130.40061587752697,Entertainment,Pachinko Parlor
Tenjinminami,33.588197222222234,130.40172777777778,30201,New Combo,33.58893489607385,130.40430032590987,Entertainment,Jazz Club
Tenjinminami,33.588197222222234,130.40172777777778,30201,drum Legend,33.586996973249086,130.39927084637452,Entertainment,Rock Club
Tenjinminami,33.588197222222234,130.40172777777778,30201,レソラNTT夢天神ホール,33.588568456330776,130.3988411142916,Entertainment,Theater
Tenjinminami,33.588197222222234,130.40172777777778,30201,LIVE & 喫茶 照和,33.589573,130.39871,Entertainment,Rock Club
Tenjinminami,33.588197222222234,130.40172777777778,30201,カラオケ館 西鉄天神駅前店,33.58987547249637,130.3986529722041,Entertainment,Karaoke Box
Tenjinminami,33.588197222222234,130.40172777777778,30201,天神きらめき通り FUKUOKA MEDIA STATION,33.58931468746799,130.39827646289723,Entertainment,Music Venue
Tenjinminami,33.588197222222234,130.40172777777778,30201,コロッケ倶楽部 天神駅前店,33.59,130.39844,Entertainment,Karaoke Box
Tenjinminami,33.588197222222234,130.40172777777778,30201,アクロス福岡 イベントホール,33.59152026693461,130.4023641060021,Entertainment,Concert Hall
Tenjinminami,33.588197222222234,130.40172777777778,30201,アクロス福岡 円形ホール,33.591532404169136,130.4025573525472,Entertainment,Concert Hall
Tenjinminami,33.588197222222234,130.40172777777778,30201,Fukuoka Symphony Hall (福岡シンフォニーホール),33.591555193965775,130.40240561013275,Entertainment,Concert Hall
Tenjinminami,33.588197222222234,130.40172777777778,30201,ビッグエコー 西中洲店,33.589646,130.405491,Entertainment,Karaoke Box
Tenjinminami,33.588197222222234,130.40172777777778,30201,plaza天神,33.589774,130.397897,Entertainment,Pachinko Parlor
Tenjinminami,33.588197222222234,130.40172777777778,30201,プラザ天神,33.58996274873171,130.39789120882372,Entertainment,Pachinko Parlor
Tenjinminami,33.588197222222234,130.40172777777778,30201,天神かっぱの泉,33.59098,130.39886,Entertainment,Public Art
Tenjinminami,33.588197222222234,130.40172777777778,30201,ヤマハ天神センター,33.591652,130.40026,Entertainment,Music Venue
Tenjinminami,33.588197222222234,130.40172777777778,30201,カラオケ館 天神明治通り店,33.59175484859978,130.4004159285554,Entertainment,Karaoke Box
Tenjinminami,33.588197222222234,130.40172777777778,30201,パルコファクトリー,33.59085849094854,130.39854168891907,Entertainment,Art Gallery
Tenjinminami,33.588197222222234,130.40172777777778,30201,MJ TENJIN1,33.589875142097554,130.39758954440657,Entertainment,Pachinko Parlor
Tenjinminami,33.588197222222234,130.40172777777778,30201,Palace World (パレスワールド 大名店),33.586294,130.397558,Entertainment,Karaoke Box
Tenjinminami,33.588197222222234,130.40172777777778,30201,Shidax (シダックス 福岡西中洲クラブ),33.590140276293646,130.40600131229763,Entertainment,Karaoke Box
Tenjinminami,33.588197222222234,130.40172777777778,30201,ギャラリー風,33.59026517024964,130.39753976464655,Entertainment,Art Gallery
Tenjinminami,33.588197222222234,130.40172777777778,30201,カラオケ Wiz,33.58901589563935,130.3968062607444,Entertainment,Karaoke Box
Tenjinminami,33.588197222222234,130.40172777777778,30201,Jankara (ジャンカラ 天神店),33.58967148246707,130.3968067911219,Entertainment,Karaoke Box
Tenjinminami,33.588197222222234,130.40172777777778,30201,HEART BEAT,33.59236452041104,130.40075047289267,Entertainment,Music Venue
Tenjinminami,33.588197222222234,130.40172777777778,30201,FFG Hall (FFGホール),33.591248646131504,130.39813349862558,Entertainment,Concert Hall
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Mitsubishi Estate Artium (三菱地所アルティアム),33.59008554304743,130.4002762282279,Entertainment,Art Gallery
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,HKT48 Theater (HKT48劇場),33.58998696702627,130.39926687538184,Entertainment,Theater
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Tenjin Best Hall (天神ベストホール),33.59092394495667,130.40154827411396,Entertainment,Concert Hall
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,ROOMS,33.588806,130.39552,Entertainment,Rock Club
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Nishitetsu Hall (西鉄ホール),33.589902970700436,130.39903045032224,Entertainment,Theater
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,IMS Hall (イムズホール),33.59000904840724,130.39986908627876,Entertainment,Concert Hall
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Toho Cinemas (TOHOシネマズ天神ソラリア館),33.58906843141531,130.39891263805308,Entertainment,Multiplex
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,プリマヴェーラ,33.589975,130.401002,Entertainment,Outdoor Sculpture
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,天神きらめき通り FUKUOKA MEDIA STATION,33.58931468746799,130.39827646289723,Entertainment,Music Venue
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,カラオケ館 西鉄天神駅前店,33.58987547249637,130.3986529722041,Entertainment,Karaoke Box
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,LIVE & 喫茶 照和,33.589573,130.39871,Entertainment,Rock Club
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,レソラNTT夢天神ホール,33.588568456330776,130.3988411142916,Entertainment,Theater
